,sentinel_image,image,mask1,max_val_swir_nir,num_fire_pixels_mask1
9762,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00136.tif,T19FDA_20200827T141049_20m_stack_maskf_p00136.tif,4653,0
9763,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00475.tif,T43VED_20200812T061639_20m_stack_maskf_p00475.tif,3814,0
9764,T30UYC_20200821T105631,T30UYC_20200821T105631_20m_stack_p00248.tif,T30UYC_20200821T105631_20m_stack_maskf_p00248.tif,11638,0
9765,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00481.tif,T36LWL_20200821T073621_20m_stack_maskf_p00481.tif,13272,0
9766,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00185.tif,T43VED_20200812T061639_20m_stack_maskf_p00185.tif,3871,0
9767,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00219.tif,T50TLK_20200810T030551_20m_stack_maskf_p00219.tif,5980,0
9768,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00072.tif,T49WFM_20200825T035541_20m_stack_maskf_p00072.tif,4141,0
9769,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00363.tif,T39TWN_20200823T072619_20m_stack_maskf_p00363.tif,8079,0
9770,T52VFQ_20200821T023551,T52VFQ_20200821T023551_20m_stack_p00341.tif,T52VFQ_20200821T023551_20m_stack_maskf_p00341.tif,3680,0
9771,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00444.tif,T36LWL_20200821T073621_20m_stack_maskf_p00444.tif,14094,0
9772,T16SCD_20200815T162839,T16SCD_20200815T162839_20m_stack_p00061.tif,T16SCD_20200815T162839_20m_stack_maskf_p00061.tif,7369,0
9773,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00139.tif,T55HGV_20200827T000251_20m_stack_maskf_p00139.tif,3264,0
9774,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00084.tif,T50TLK_20200810T030551_20m_stack_maskf_p00084.tif,5850,0
9775,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00154.tif,T19FDA_20200827T141049_20m_stack_maskf_p00154.tif,8997,0
9776,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00165.tif,T43VED_20200812T061639_20m_stack_maskf_p00165.tif,4073,0
9777,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00399.tif,T21LVK_20200802T141051_20m_stack_maskf_p00399.tif,5612,0
9778,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00082.tif,T55HGV_20200827T000251_20m_stack_maskf_p00082.tif,4918,0
9779,T37TEN_20200808T081609,T37TEN_20200808T081609_20m_stack_p00434.tif,T37TEN_20200808T081609_20m_stack_maskf_p00434.tif,4805,0
9780,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00210.tif,T49WFM_20200825T035541_20m_stack_maskf_p00210.tif,10909,0
9781,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00254.tif,T21LVK_20200802T141051_20m_stack_maskf_p00254.tif,6525,0
9782,T37TEN_20200808T081609,T37TEN_20200808T081609_20m_stack_p00029.tif,T37TEN_20200808T081609_20m_stack_maskf_p00029.tif,12133,0
9783,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00057.tif,T49WFM_20200825T035541_20m_stack_maskf_p00057.tif,3846,0
9784,T39UXT_20200823T072619,T39UXT_20200823T072619_20m_stack_p00069.tif,T39UXT_20200823T072619_20m_stack_maskf_p00069.tif,16030,0
9785,T37TEN_20200808T081609,T37TEN_20200808T081609_20m_stack_p00295.tif,T37TEN_20200808T081609_20m_stack_maskf_p00295.tif,11684,0
9786,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00155.tif,T30PYB_20200827T102559_20m_stack_maskf_p00155.tif,7922,0
9787,T52WES_20200812T025549,T52WES_20200812T025549_20m_stack_p00226.tif,T52WES_20200812T025549_20m_stack_maskf_p00226.tif,10071,0
9788,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00052.tif,T19FDA_20200827T141049_20m_stack_maskf_p00052.tif,7247,0
9789,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00480.tif,T30SUG_20200821T105631_20m_stack_maskf_p00480.tif,6365,0
9790,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00230.tif,T30SUG_20200821T105631_20m_stack_maskf_p00230.tif,8013,0
9791,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00389.tif,T19FDA_20200827T141049_20m_stack_maskf_p00389.tif,6338,0
9792,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00142.tif,T19FDA_20200827T141049_20m_stack_maskf_p00142.tif,7430,0
9793,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00133.tif,T21LVK_20200802T141051_20m_stack_maskf_p00133.tif,5161,0
9794,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00441.tif,T35ULR_20200821T092031_20m_stack_maskf_p00441.tif,10935,0
9795,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00472.tif,T55HGV_20200827T000251_20m_stack_maskf_p00472.tif,313,0
9796,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00058.tif,T22MEA_20200806T135121_20m_stack_maskf_p00058.tif,4748,0
9797,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00451.tif,T43VED_20200812T061639_20m_stack_maskf_p00451.tif,4254,0
9798,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00083.tif,T49WFM_20200825T035541_20m_stack_maskf_p00083.tif,7171,0
9799,T12TUQ_20200813T181931,T12TUQ_20200813T181931_20m_stack_p00238.tif,T12TUQ_20200813T181931_20m_stack_maskf_p00238.tif,8805,0
9800,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00125.tif,T43VED_20200812T061639_20m_stack_maskf_p00125.tif,3945,0
9801,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00295.tif,T39TWN_20200823T072619_20m_stack_maskf_p00295.tif,11850,0
9802,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00026.tif,T39TWN_20200823T072619_20m_stack_maskf_p00026.tif,9211,0
9803,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00063.tif,T39TWN_20200823T072619_20m_stack_maskf_p00063.tif,8686,0
9804,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00425.tif,T55HGV_20200827T000251_20m_stack_maskf_p00425.tif,145,0
9805,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00260.tif,T30SUG_20200821T105631_20m_stack_maskf_p00260.tif,5877,0
9806,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00231.tif,T38SPA_20200823T072619_20m_stack_maskf_p00231.tif,5073,0
9807,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00338.tif,T36LWL_20200821T073621_20m_stack_maskf_p00338.tif,8801,0
9808,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00003.tif,T37MCM_20200823T072619_20m_stack_maskf_p00003.tif,8973,0
9809,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00399.tif,T52LFL_20200812T013719_20m_stack_maskf_p00399.tif,6768,0
9810,T16SCD_20200815T162839,T16SCD_20200815T162839_20m_stack_p00197.tif,T16SCD_20200815T162839_20m_stack_maskf_p00197.tif,9798,0
9811,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00165.tif,T36LWL_20200821T073621_20m_stack_maskf_p00165.tif,10090,0
9812,T21WXU_20200825T153911,T21WXU_20200825T153911_20m_stack_p00170.tif,T21WXU_20200825T153911_20m_stack_maskf_p00170.tif,7587,0
9813,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00337.tif,T39TWN_20200823T072619_20m_stack_maskf_p00337.tif,11388,0
9814,T12TUQ_20200813T181931,T12TUQ_20200813T181931_20m_stack_p00240.tif,T12TUQ_20200813T181931_20m_stack_maskf_p00240.tif,6441,0
9815,T39UXT_20200823T072619,T39UXT_20200823T072619_20m_stack_p00096.tif,T39UXT_20200823T072619_20m_stack_maskf_p00096.tif,12052,0
9816,T30UYC_20200821T105631,T30UYC_20200821T105631_20m_stack_p00028.tif,T30UYC_20200821T105631_20m_stack_maskf_p00028.tif,15511,0
9817,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00179.tif,T55HGV_20200827T000251_20m_stack_maskf_p00179.tif,5270,0
9818,T52WES_20200812T025549,T52WES_20200812T025549_20m_stack_p00266.tif,T52WES_20200812T025549_20m_stack_maskf_p00266.tif,9788,0
9819,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00178.tif,T49WFM_20200825T035541_20m_stack_maskf_p00178.tif,3007,0
9820,T30UYC_20200821T105631,T30UYC_20200821T105631_20m_stack_p00253.tif,T30UYC_20200821T105631_20m_stack_maskf_p00253.tif,9831,0
9821,T21WXU_20200825T153911,T21WXU_20200825T153911_20m_stack_p00409.tif,T21WXU_20200825T153911_20m_stack_maskf_p00409.tif,8423,0
9822,T21WXU_20200825T153911,T21WXU_20200825T153911_20m_stack_p00393.tif,T21WXU_20200825T153911_20m_stack_maskf_p00393.tif,9649,0
9823,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00435.tif,T38SPA_20200823T072619_20m_stack_maskf_p00435.tif,5593,0
9824,T37TEN_20200808T081609,T37TEN_20200808T081609_20m_stack_p00346.tif,T37TEN_20200808T081609_20m_stack_maskf_p00346.tif,9390,0
9825,T39UXT_20200823T072619,T39UXT_20200823T072619_20m_stack_p00146.tif,T39UXT_20200823T072619_20m_stack_maskf_p00146.tif,11265,0
9826,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00278.tif,T52LFL_20200812T013719_20m_stack_maskf_p00278.tif,4496,0
9827,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00105.tif,T22MEA_20200806T135121_20m_stack_maskf_p00105.tif,4973,0
9828,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00301.tif,T55HGV_20200827T000251_20m_stack_maskf_p00301.tif,159,0
9829,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00072.tif,T36LWL_20200821T073621_20m_stack_maskf_p00072.tif,0,0
9830,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00128.tif,T55HGV_20200827T000251_20m_stack_maskf_p00128.tif,5382,0
9831,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00415.tif,T50TLK_20200810T030551_20m_stack_maskf_p00415.tif,13326,0
9832,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00082.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00082.tif,5973,0
9833,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00481.tif,T19FDA_20200827T141049_20m_stack_maskf_p00481.tif,0,0
9834,T43TGH_20200825T053651,T43TGH_20200825T053651_20m_stack_p00231.tif,T43TGH_20200825T053651_20m_stack_maskf_p00231.tif,5943,0
9835,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00127.tif,T21LVK_20200802T141051_20m_stack_maskf_p00127.tif,7256,0
9836,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00231.tif,T49WFM_20200825T035541_20m_stack_maskf_p00231.tif,8892,0
9837,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00451.tif,T49WFM_20200825T035541_20m_stack_maskf_p00451.tif,4668,0
9838,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00164.tif,T30SUG_20200821T105631_20m_stack_maskf_p00164.tif,7288,0
9839,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00342.tif,T30PYB_20200827T102559_20m_stack_maskf_p00342.tif,0,0
9840,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00369.tif,T38SPA_20200823T072619_20m_stack_maskf_p00369.tif,6558,0
9841,T39TWN_20200823T072619,T39TWN_20200823T072619_20m_stack_p00172.tif,T39TWN_20200823T072619_20m_stack_maskf_p00172.tif,8613,0
9842,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00167.tif,T19FDA_20200827T141049_20m_stack_maskf_p00167.tif,8562,0
9843,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00091.tif,T38SPA_20200823T072619_20m_stack_maskf_p00091.tif,5132,0
9844,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00169.tif,T37MCM_20200823T072619_20m_stack_maskf_p00169.tif,9889,0
9845,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00206.tif,T50TLK_20200810T030551_20m_stack_maskf_p00206.tif,5777,0
9846,T43TGH_20200825T053651,T43TGH_20200825T053651_20m_stack_p00243.tif,T43TGH_20200825T053651_20m_stack_maskf_p00243.tif,4267,0
9847,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00363.tif,T55HGV_20200827T000251_20m_stack_maskf_p00363.tif,134,0
9848,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00425.tif,T30SUG_20200821T105631_20m_stack_maskf_p00425.tif,6167,0
9849,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00380.tif,T37MCM_20200823T072619_20m_stack_maskf_p00380.tif,12728,0
9850,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00090.tif,T36LWL_20200821T073621_20m_stack_maskf_p00090.tif,0,0
9851,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00436.tif,T22MEA_20200806T135121_20m_stack_maskf_p00436.tif,0,0
9852,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00473.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00473.tif,5697,0
9853,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00211.tif,T36LWL_20200821T073621_20m_stack_maskf_p00211.tif,10757,0
9854,T16SCD_20200815T162839,T16SCD_20200815T162839_20m_stack_p00217.tif,T16SCD_20200815T162839_20m_stack_maskf_p00217.tif,9276,0
9855,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00191.tif,T30PYB_20200827T102559_20m_stack_maskf_p00191.tif,7356,0
9856,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00060.tif,T22MEA_20200806T135121_20m_stack_maskf_p00060.tif,5014,0
9857,T19FDA_20200827T141049,T19FDA_20200827T141049_20m_stack_p00089.tif,T19FDA_20200827T141049_20m_stack_maskf_p00089.tif,7488,0
9858,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00457.tif,T50TLK_20200810T030551_20m_stack_maskf_p00457.tif,6004,0
9859,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00069.tif,T43VED_20200812T061639_20m_stack_maskf_p00069.tif,4031,0
9860,T52WES_20200812T025549,T52WES_20200812T025549_20m_stack_p00358.tif,T52WES_20200812T025549_20m_stack_maskf_p00358.tif,10238,0
9861,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00192.tif,T38SPA_20200823T072619_20m_stack_maskf_p00192.tif,5042,0
9862,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00400.tif,T49WFM_20200825T035541_20m_stack_maskf_p00400.tif,10716,0
9863,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00203.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00203.tif,6263,0
9864,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00159.tif,T22MEA_20200806T135121_20m_stack_maskf_p00159.tif,14336,21
9865,T20JQR_20200827T141049,T20JQR_20200827T141049_20m_stack_p00027.tif,T20JQR_20200827T141049_20m_stack_maskf_p00027.tif,4253,0
9866,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00254.tif,T30PYB_20200827T102559_20m_stack_maskf_p00254.tif,7141,0
9867,T20JQR_20200827T141049,T20JQR_20200827T141049_20m_stack_p00415.tif,T20JQR_20200827T141049_20m_stack_maskf_p00415.tif,0,0
9868,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00221.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00221.tif,6042,0
9869,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00202.tif,T37MCM_20200823T072619_20m_stack_maskf_p00202.tif,11587,8
9870,T21WXU_20200825T153911,T21WXU_20200825T153911_20m_stack_p00372.tif,T21WXU_20200825T153911_20m_stack_maskf_p00372.tif,8873,0
9871,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00349.tif,T55HGV_20200827T000251_20m_stack_maskf_p00349.tif,144,0
9872,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00437.tif,T43VED_20200812T061639_20m_stack_maskf_p00437.tif,4523,0
9873,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00096.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00096.tif,6053,0
9874,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00169.tif,T50TLK_20200810T030551_20m_stack_maskf_p00169.tif,8454,0
9875,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00028.tif,T38SPA_20200823T072619_20m_stack_maskf_p00028.tif,5331,0
9876,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00113.tif,T21LVK_20200802T141051_20m_stack_maskf_p00113.tif,5157,0
9877,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00033.tif,T43VED_20200812T061639_20m_stack_maskf_p00033.tif,3695,0
9878,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00091.tif,T43VED_20200812T061639_20m_stack_maskf_p00091.tif,3789,0
9879,T21WXU_20200825T153911,T21WXU_20200825T153911_20m_stack_p00306.tif,T21WXU_20200825T153911_20m_stack_maskf_p00306.tif,9690,0
9880,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00105.tif,T52LFL_20200812T013719_20m_stack_maskf_p00105.tif,5230,0
9881,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00155.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00155.tif,5559,0
9882,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00131.tif,T52LFL_20200812T013719_20m_stack_maskf_p00131.tif,6021,0
9883,T52VFQ_20200821T023551,T52VFQ_20200821T023551_20m_stack_p00086.tif,T52VFQ_20200821T023551_20m_stack_maskf_p00086.tif,5237,0
9884,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00039.tif,T52LFL_20200812T013719_20m_stack_maskf_p00039.tif,903,0
9885,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00245.tif,T36LWL_20200821T073621_20m_stack_maskf_p00245.tif,13529,0
9886,T52WES_20200812T025549,T52WES_20200812T025549_20m_stack_p00258.tif,T52WES_20200812T025549_20m_stack_maskf_p00258.tif,15242,0
9887,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00281.tif,T35ULR_20200821T092031_20m_stack_maskf_p00281.tif,14639,0
9888,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00482.tif,T55HGV_20200827T000251_20m_stack_maskf_p00482.tif,140,0
9889,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00050.tif,T37MCM_20200823T072619_20m_stack_maskf_p00050.tif,11649,0
9890,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00396.tif,T35ULR_20200821T092031_20m_stack_maskf_p00396.tif,14259,0
9891,T52VFQ_20200821T023551,T52VFQ_20200821T023551_20m_stack_p00369.tif,T52VFQ_20200821T023551_20m_stack_maskf_p00369.tif,3987,0
9892,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00258.tif,T36LWL_20200821T073621_20m_stack_maskf_p00258.tif,13491,6
9893,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00072.tif,T30PYB_20200827T102559_20m_stack_maskf_p00072.tif,5557,0
9894,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00182.tif,T38SPA_20200823T072619_20m_stack_maskf_p00182.tif,7089,0
9895,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00047.tif,T35ULR_20200821T092031_20m_stack_maskf_p00047.tif,13925,0
9896,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00206.tif,T30PYB_20200827T102559_20m_stack_maskf_p00206.tif,6642,0
9897,T21WXU_20200825T153911,T21WXU_20200825T153911_20m_stack_p00019.tif,T21WXU_20200825T153911_20m_stack_maskf_p00019.tif,6843,0
9898,T20JQR_20200827T141049,T20JQR_20200827T141049_20m_stack_p00148.tif,T20JQR_20200827T141049_20m_stack_maskf_p00148.tif,4410,0
9899,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00409.tif,T21LVK_20200802T141051_20m_stack_maskf_p00409.tif,4896,0
9900,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00340.tif,T38SPA_20200823T072619_20m_stack_maskf_p00340.tif,5390,0
9901,T43TGH_20200825T053651,T43TGH_20200825T053651_20m_stack_p00081.tif,T43TGH_20200825T053651_20m_stack_maskf_p00081.tif,366,0
9902,T20JQR_20200827T141049,T20JQR_20200827T141049_20m_stack_p00152.tif,T20JQR_20200827T141049_20m_stack_maskf_p00152.tif,5033,0
9903,T50TLK_20200810T030551,T50TLK_20200810T030551_20m_stack_p00416.tif,T50TLK_20200810T030551_20m_stack_maskf_p00416.tif,4621,0
9904,T43TGH_20200825T053651,T43TGH_20200825T053651_20m_stack_p00133.tif,T43TGH_20200825T053651_20m_stack_maskf_p00133.tif,7897,0
9905,T52VFQ_20200821T023551,T52VFQ_20200821T023551_20m_stack_p00469.tif,T52VFQ_20200821T023551_20m_stack_maskf_p00469.tif,3953,0
9906,T36LWL_20200821T073621,T36LWL_20200821T073621_20m_stack_p00392.tif,T36LWL_20200821T073621_20m_stack_maskf_p00392.tif,8805,1
9907,T30PYB_20200827T102559,T30PYB_20200827T102559_20m_stack_p00352.tif,T30PYB_20200827T102559_20m_stack_maskf_p00352.tif,0,0
9908,T20JQR_20200827T141049,T20JQR_20200827T141049_20m_stack_p00369.tif,T20JQR_20200827T141049_20m_stack_maskf_p00369.tif,0,0
9909,T47RPJ_20200827T034539,T47RPJ_20200827T034539_20m_stack_p00149.tif,T47RPJ_20200827T034539_20m_stack_maskf_p00149.tif,5937,0
9910,T21WXU_20200825T153911,T21WXU_20200825T153911_20m_stack_p00209.tif,T21WXU_20200825T153911_20m_stack_maskf_p00209.tif,10344,0
9911,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00306.tif,T38SPA_20200823T072619_20m_stack_maskf_p00306.tif,4936,0
9912,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00192.tif,T22MEA_20200806T135121_20m_stack_maskf_p00192.tif,4831,0
9913,T52WES_20200812T025549,T52WES_20200812T025549_20m_stack_p00082.tif,T52WES_20200812T025549_20m_stack_maskf_p00082.tif,12626,0
9914,T52VFQ_20200821T023551,T52VFQ_20200821T023551_20m_stack_p00048.tif,T52VFQ_20200821T023551_20m_stack_maskf_p00048.tif,0,0
9915,T37MCM_20200823T072619,T37MCM_20200823T072619_20m_stack_p00379.tif,T37MCM_20200823T072619_20m_stack_maskf_p00379.tif,11552,0
9916,T16SCD_20200815T162839,T16SCD_20200815T162839_20m_stack_p00153.tif,T16SCD_20200815T162839_20m_stack_maskf_p00153.tif,9582,0
9917,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00197.tif,T35ULR_20200821T092031_20m_stack_maskf_p00197.tif,11736,0
9918,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00355.tif,T38SPA_20200823T072619_20m_stack_maskf_p00355.tif,5362,0
9919,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00355.tif,T22MEA_20200806T135121_20m_stack_maskf_p00355.tif,4899,0
9920,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00283.tif,T52LFL_20200812T013719_20m_stack_maskf_p00283.tif,4401,0
9921,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00283.tif,T21LVK_20200802T141051_20m_stack_maskf_p00283.tif,5143,0
9922,T43TGH_20200825T053651,T43TGH_20200825T053651_20m_stack_p00447.tif,T43TGH_20200825T053651_20m_stack_maskf_p00447.tif,4553,0
9923,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00105.tif,T49WFM_20200825T035541_20m_stack_maskf_p00105.tif,5986,0
9924,T43TGH_20200825T053651,T43TGH_20200825T053651_20m_stack_p00022.tif,T43TGH_20200825T053651_20m_stack_maskf_p00022.tif,203,0
9925,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00171.tif,T43VED_20200812T061639_20m_stack_maskf_p00171.tif,4302,0
9926,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00008.tif,T43VED_20200812T061639_20m_stack_maskf_p00008.tif,4392,0
9927,T30SUG_20200821T105631,T30SUG_20200821T105631_20m_stack_p00448.tif,T30SUG_20200821T105631_20m_stack_maskf_p00448.tif,7105,0
9928,T20JQR_20200827T141049,T20JQR_20200827T141049_20m_stack_p00387.tif,T20JQR_20200827T141049_20m_stack_maskf_p00387.tif,0,0
9929,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00346.tif,T21LVK_20200802T141051_20m_stack_maskf_p00346.tif,4894,0
9930,T21LVK_20200802T141051,T21LVK_20200802T141051_20m_stack_p00305.tif,T21LVK_20200802T141051_20m_stack_maskf_p00305.tif,4813,0
9931,T52WES_20200812T025549,T52WES_20200812T025549_20m_stack_p00232.tif,T52WES_20200812T025549_20m_stack_maskf_p00232.tif,12928,0
9932,T49WFM_20200825T035541,T49WFM_20200825T035541_20m_stack_p00143.tif,T49WFM_20200825T035541_20m_stack_maskf_p00143.tif,6033,0
9933,T55HGV_20200827T000251,T55HGV_20200827T000251_20m_stack_p00199.tif,T55HGV_20200827T000251_20m_stack_maskf_p00199.tif,6084,0
9934,T39UXT_20200823T072619,T39UXT_20200823T072619_20m_stack_p00281.tif,T39UXT_20200823T072619_20m_stack_maskf_p00281.tif,11456,0
9935,T16SCD_20200815T162839,T16SCD_20200815T162839_20m_stack_p00104.tif,T16SCD_20200815T162839_20m_stack_maskf_p00104.tif,9511,0
9936,T22MEA_20200806T135121,T22MEA_20200806T135121_20m_stack_p00292.tif,T22MEA_20200806T135121_20m_stack_maskf_p00292.tif,4900,0
9937,T43TGH_20200825T053651,T43TGH_20200825T053651_20m_stack_p00075.tif,T43TGH_20200825T053651_20m_stack_maskf_p00075.tif,8835,0
9938,T52LFL_20200812T013719,T52LFL_20200812T013719_20m_stack_p00329.tif,T52LFL_20200812T013719_20m_stack_maskf_p00329.tif,4199,0
9939,T30UYC_20200821T105631,T30UYC_20200821T105631_20m_stack_p00317.tif,T30UYC_20200821T105631_20m_stack_maskf_p00317.tif,9810,0
9940,T38SPA_20200823T072619,T38SPA_20200823T072619_20m_stack_p00315.tif,T38SPA_20200823T072619_20m_stack_maskf_p00315.tif,5310,0
9941,T43VED_20200812T061639,T43VED_20200812T061639_20m_stack_p00154.tif,T43VED_20200812T061639_20m_stack_maskf_p00154.tif,3827,0
9942,T35ULR_20200821T092031,T35ULR_20200821T092031_20m_stack_p00365.tif,T35ULR_20200821T092031_20m_stack_maskf_p00365.tif,10454,0
